Fecha,Hora,Router,Area,Carga (Mbps),Descarga (Mbps),Calidad de conexión,Promedio (Mbps)
2023-10-11,09:00,5,CB,9.25,7.15,Media,8.2
2023-10-11,16:00,6,AULA 19,5.67,8.0,Buena,6.835
2023-10-11,12:00,6,AULA 22,8.48,4.65,Mala,6.565
2023-10-11,09:00,6,AULA 23,7.62,8.61,Buena,8.115
2023-10-11,14:00,6,AULA 20,6.8,4.55,Mala,5.675
2023-10-11,15:00,7,AULA 21,9.92,6.81,Media,8.365
2023-10-11,09:00,7,AULA 17,4.71,8.98,Buena,6.845000000000001
2023-10-11,09:00,7,AULA 18,5.21,6.93,Media,6.07
2023-10-11,11:00,7,NEWTON,9.82,6.13,Media,7.975
2023-10-11,11:00,8,CI,8.24,6.69,Media,7.465
2023-10-11,13:00,9,JEFATURA,6.62,6.3,Media,6.46
2023-10-11,16:00,10,ASISTENTES,6.47,8.35,Buena,7.41
2023-10-11,13:00,11,DIRECCION ACADEMICA,9.63,7.43,Media,8.530000000000001
2023-10-11,12:00,12,CIIDE,9.15,6.66,Media,7.905
2023-10-11,16:00,12,PEGA,4.73,5.27,Mala,5.0
2023-10-11,13:00,12,RECURSOS FINANCIEROS,7.46,9.65,Buena,8.555
2023-10-11,13:00,13,AULA 30,7.67,5.38,Mala,6.525
2023-10-11,12:00,13,AULA 31,6.95,7.63,Media,7.29
2023-10-11,14:00,13,AULA 32,6.71,8.95,Buena,7.83
2023-10-11,15:00,13,AULA 33,9.44,8.12,Buena,8.78
2023-10-11,12:00,13,AULA 34,7.76,9.13,Buena,8.445
2023-10-11,16:00,14,AULA 35,6.65,9.47,Buena,8.06
2023-10-11,13:00,14,AULA 36,5.49,6.79,Media,6.140000000000001
2023-10-11,16:00,14,AULA 38,9.67,8.22,Buena,8.945
2023-10-11,15:00,14,AULA 39,4.85,4.81,Mala,4.83
2023-10-11,11:00,15,AULA 1,8.36,8.88,Buena,8.620000000000001
2023-10-11,15:00,15,AULA 2,6.64,9.56,Buena,8.1
2023-10-11,09:00,15,AULA 3,6.69,8.87,Buena,7.779999999999999
2023-10-11,14:00,15,Enfermeria,8.22,5.02,Mala,6.62
2023-10-11,14:00,16,AULA 4,9.27,9.35,Buena,9.309999999999999
2023-10-11,13:00,16,AULA 5,7.33,4.82,Mala,6.075
2023-10-11,12:00,16,AULA 6,7.53,7.67,Media,7.6
2023-10-11,15:00,17,AULA 7,9.94,9.51,Buena,9.725
2023-10-11,14:00,17,AULA 8,8.19,5.08,Mala,6.635
2023-10-11,09:00,17,AULA 9,8.44,9.46,Buena,8.95
2023-10-11,13:00,18,AULA 10,5.75,6.56,Media,6.154999999999999
2023-10-11,16:00,18,AULA 11,7.11,7.34,Media,7.225
2023-10-11,15:00,18,INGLES,9.16,8.38,Buena,8.77
2023-10-11,11:00,19,VINCULACION,9.46,9.03,Buena,9.245000000000001
2023-10-11,12:00,20,AULA 12,5.97,7.69,Media,6.83
2023-10-11,13:00,20,AULA 13,5.12,8.86,Buena,6.99
2023-10-11,09:00,21,AULA 14,5.35,9.53,Buena,7.4399999999999995
2023-10-11,16:00,22,AULA 15,8.25,4.63,Mala,6.4399999999999995
2023-10-11,12:00,23,AULA 16,7.52,4.91,Mala,6.215
2023-10-11,15:00,24,DIRECCION GENERAL,5.15,9.98,Buena,7.565
2023-10-12,12:00,1,Sala A,8.09,5.22,Mala,6.654999999999999
2023-10-12,16:00,1,Sala C,6.24,6.3,Media,6.27
2023-10-12,16:00,2,Sala D,5.55,6.15,Media,5.85
2023-10-12,09:00,2,Sala B,8.33,9.85,Buena,9.09
2023-10-12,16:00,3,Recepcion,7.91,6.88,Media,7.395
2023-10-12,14:00,3,Sala de maestros,9.33,5.7,Mala,7.515000000000001
2023-10-12,12:00,3,Sala E,8.85,5.35,Mala,7.1
2023-10-12,12:00,4,LE,4.66,5.55,Mala,5.105
2023-10-12,13:00,5,Sistematizacion,5.98,7.65,Media,6.815
2023-10-12,14:00,5,CB,5.56,5.31,Mala,5.435
2023-10-12,13:00,6,AULA 19,8.33,8.1,Buena,8.215
2023-10-12,13:00,6,AULA 22,8.21,4.66,Mala,6.4350000000000005
2023-10-12,15:00,6,AULA 23,9.47,8.21,Buena,8.84
2023-10-12,09:00,6,AULA 20,9.53,6.03,Media,7.779999999999999
2023-10-12,12:00,7,AULA 21,5.25,9.19,Buena,7.22
2023-10-12,13:00,7,AULA 17,4.8,9.44,Buena,7.119999999999999
2023-10-12,15:00,7,AULA 18,7.46,9.26,Buena,8.36
2023-10-12,15:00,7,NEWTON,4.78,8.34,Buena,6.5600000000000005
2023-10-12,15:00,8,CI,5.4,4.9,Mala,5.15
2023-10-12,09:00,9,JEFATURA,4.85,6.34,Media,5.595
2023-10-12,13:00,10,ASISTENTES,5.72,8.15,Buena,6.9350000000000005
2023-10-12,13:00,11,DIRECCION ACADEMICA,9.33,7.32,Media,8.325
2023-10-12,15:00,12,CIIDE,4.67,5.49,Mala,5.08
2023-10-12,11:00,12,PEGA,7.21,5.64,Mala,6.425
2023-10-12,16:00,12,RECURSOS FINANCIEROS,4.92,6.29,Media,5.605
2023-10-12,10:00,13,AULA 30,6.61,9.61,Buena,8.11
2023-10-12,11:00,13,AULA 31,9.25,8.52,Buena,8.885
2023-10-12,14:00,13,AULA 32,9.13,8.28,Buena,8.705
2023-10-12,09:00,13,AULA 33,9.81,9.44,Buena,9.625
2023-10-12,12:00,13,AULA 34,5.59,4.71,Mala,5.15
2023-10-12,16:00,14,AULA 35,5.67,5.15,Mala,5.41
2023-10-12,14:00,14,AULA 36,9.63,5.57,Mala,7.6000000000000005
2023-10-12,14:00,14,AULA 38,6.37,8.92,Buena,7.645
2023-10-12,11:00,14,AULA 39,5.75,8.51,Buena,7.13
2023-10-12,15:00,15,AULA 1,5.78,8.98,Buena,7.380000000000001
2023-10-12,11:00,15,AULA 2,9.14,8.16,Buena,8.65
2023-10-12,09:00,15,AULA 3,7.09,4.66,Mala,5.875
2023-10-12,13:00,15,Enfermeria,4.54,7.23,Media,5.885
2023-10-12,15:00,16,AULA 4,8.13,6.36,Media,7.245000000000001
2023-10-12,15:00,16,AULA 5,7.22,6.62,Media,6.92
2023-10-12,15:00,16,AULA 6,8.03,7.83,Media,7.93
2023-10-12,10:00,17,AULA 7,9.1,8.41,Buena,8.754999999999999
2023-10-12,14:00,17,AULA 8,8.29,6.88,Media,7.584999999999999
2023-10-12,11:00,17,AULA 9,5.93,8.76,Buena,7.345
2023-10-12,14:00,18,AULA 10,7.07,5.11,Mala,6.09
2023-10-12,16:00,18,AULA 11,8.43,7.71,Media,8.07
2023-10-12,13:00,18,INGLES,8.33,7.3,Media,7.8149999999999995
2023-10-12,10:00,19,VINCULACION,5.18,5.45,Mala,5.3149999999999995
2023-10-12,10:00,20,AULA 12,9.21,8.18,Buena,8.695
2023-10-12,12:00,20,AULA 13,4.92,9.01,Buena,6.965
2023-10-12,13:00,21,AULA 14,6.01,5.37,Mala,5.6899999999999995
2023-10-12,14:00,22,AULA 15,4.8,9.99,Buena,7.395
2023-10-12,15:00,23,AULA 16,8.51,6.52,Media,7.515
2023-10-12,14:00,24,DIRECCION GENERAL,4.54,8.2,Buena,6.369999999999999
2023-10-13,15:00,1,Sala A,8.71,5.01,Mala,6.86
2023-10-13,16:00,1,Sala C,7.81,6.78,Media,7.295
2023-10-13,12:00,2,Sala D,4.88,8.55,Buena,6.715
2023-10-13,15:00,2,Sala B,5.41,9.58,Buena,7.495
2023-10-13,09:00,3,Recepcion,4.78,7.19,Media,5.985
2023-10-13,12:00,3,Sala de maestros,8.05,9.47,Buena,8.760000000000002
2023-10-13,15:00,3,Sala E,6.43,6.36,Media,6.395
2023-10-13,16:00,4,LE,6.84,4.59,Mala,5.715
2023-10-13,11:00,5,Sistematizacion,9.08,4.77,Mala,6.925
2023-10-13,14:00,5,CB,4.52,8.49,Buena,6.505
2023-10-13,13:00,6,AULA 19,8.92,5.89,Mala,7.404999999999999
2023-10-13,15:00,6,AULA 22,6.83,5.78,Mala,6.305
2023-10-13,16:00,6,AULA 23,4.93,6.01,Media,5.47
2023-10-13,13:00,6,AULA 20,8.98,7.12,Media,8.05
2023-10-13,13:00,7,AULA 21,5.23,5.05,Mala,5.140000000000001
2023-10-13,11:00,7,AULA 17,7.45,5.21,Mala,6.33
2023-10-13,13:00,7,AULA 18,7.63,5.18,Mala,6.404999999999999
2023-10-13,13:00,7,NEWTON,4.51,9.2,Buena,6.8549999999999995
2023-10-13,16:00,8,CI,4.93,6.71,Media,5.82
2023-10-13,16:00,9,JEFATURA,9.49,8.33,Buena,8.91
2023-10-13,12:00,10,ASISTENTES,8.72,7.64,Media,8.18
2023-10-13,10:00,11,DIRECCION ACADEMICA,8.88,9.16,Buena,9.02
2023-10-13,10:00,12,CIIDE,9.5,8.26,Buena,8.879999999999999
2023-10-13,16:00,12,PEGA,8.37,7.48,Media,7.925
2023-10-13,13:00,12,RECURSOS FINANCIEROS,8.27,6.98,Media,7.625
2023-10-13,16:00,13,AULA 30,6.19,6.43,Media,6.3100000000000005
2023-10-13,11:00,13,AULA 31,9.83,7.55,Media,8.69
2023-10-13,09:00,13,AULA 32,4.69,5.44,Mala,5.065
2023-10-13,14:00,13,AULA 33,7.7,4.87,Mala,6.285
2023-10-13,09:00,13,AULA 34,9.96,7.04,Media,8.5
2023-10-13,12:00,14,AULA 35,8.04,7.73,Media,7.885
2023-10-13,10:00,14,AULA 36,6.19,4.59,Mala,5.390000000000001
2023-10-13,09:00,14,AULA 38,6.93,9.47,Buena,8.2
2023-10-13,10:00,14,AULA 39,9.88,6.97,Media,8.425
2023-10-13,12:00,15,AULA 1,5.89,6.63,Media,6.26
2023-10-13,13:00,15,AULA 2,9.74,6.37,Media,8.055
2023-10-13,14:00,15,AULA 3,8.04,9.52,Buena,8.78
2023-10-13,14:00,15,Enfermeria,5.78,5.83,Mala,5.805
2023-10-13,12:00,16,AULA 4,7.96,5.97,Mala,6.965
2023-10-13,14:00,16,AULA 5,5.86,5.04,Mala,5.45
2023-10-13,09:00,16,AULA 6,5.04,8.56,Buena,6.800000000000001
2023-10-13,09:00,17,AULA 7,9.93,8.49,Buena,9.21
2023-10-13,13:00,17,AULA 8,5.33,4.59,Mala,4.96
2023-10-13,16:00,17,AULA 9,7.21,10.0,Buena,8.605
2023-10-13,09:00,18,AULA 10,9.85,9.62,Buena,9.735
2023-10-13,10:00,18,AULA 11,5.89,8.37,Buena,7.129999999999999
2023-10-13,10:00,18,INGLES,5.5,5.8,Mala,5.65
2023-10-13,10:00,19,VINCULACION,6.93,6.11,Media,6.52
2023-10-13,10:00,20,AULA 12,8.1,5.08,Mala,6.59
2023-10-13,09:00,20,AULA 13,6.44,4.99,Mala,5.715
2023-10-13,14:00,21,AULA 14,7.29,5.27,Mala,6.279999999999999
2023-10-13,10:00,22,AULA 15,5.38,5.55,Mala,5.465
2023-10-13,12:00,23,AULA 16,6.25,7.96,Media,7.105
2023-10-13,12:00,24,DIRECCION GENERAL,6.02,7.46,Media,6.74
2023-10-16,12:00,1,Sala A,6.63,7.03,Media,6.83
2023-10-16,14:00,1,Sala C,6.92,9.47,Buena,8.195
2023-10-16,14:00,2,Sala D,7.19,9.02,Buena,8.105
2023-10-16,10:00,2,Sala B,5.1,9.25,Buena,7.175
2023-10-16,11:00,3,Recepcion,7.8,6.97,Media,7.385
2023-10-16,16:00,3,Sala de maestros,6.61,9.58,Buena,8.095
2023-10-16,15:00,3,Sala E,5.39,4.77,Mala,5.08
2023-10-16,15:00,4,LE,9.87,9.8,Buena,9.835
2023-10-16,09:00,5,Sistematizacion,6.63,6.35,Media,6.49
2023-10-16,13:00,5,CB,6.03,5.74,Mala,5.885
2023-10-16,13:00,6,AULA 19,5.1,6.86,Media,5.98
2023-10-16,09:00,6,AULA 22,4.59,6.4,Media,5.495
2023-10-16,12:00,6,AULA 23,9.32,4.99,Mala,7.155
2023-10-16,10:00,6,AULA 20,10.0,6.51,Media,8.254999999999999
2023-10-16,13:00,7,AULA 21,9.44,5.57,Mala,7.505
2023-10-16,16:00,7,AULA 17,7.76,6.59,Media,7.175
2023-10-16,12:00,7,AULA 18,9.44,9.82,Buena,9.629999999999999
2023-10-16,09:00,7,NEWTON,6.35,7.59,Media,6.97
2023-10-16,09:00,8,CI,5.42,9.02,Buena,7.22
2023-10-16,12:00,9,JEFATURA,4.7,8.71,Buena,6.705
2023-10-16,12:00,10,ASISTENTES,8.38,5.29,Mala,6.835000000000001
2023-10-16,15:00,11,DIRECCION ACADEMICA,7.8,6.13,Media,6.965
2023-10-16,12:00,12,CIIDE,7.2,4.51,Mala,5.855
2023-10-16,11:00,12,PEGA,7.96,5.79,Mala,6.875
2023-10-16,12:00,12,RECURSOS FINANCIEROS,9.46,6.67,Media,8.065000000000001
2023-10-16,09:00,13,AULA 30,6.21,4.6,Mala,5.404999999999999
2023-10-16,15:00,13,AULA 31,4.91,7.47,Media,6.1899999999999995
2023-10-16,10:00,13,AULA 32,9.97,8.24,Buena,9.105
2023-10-16,14:00,13,AULA 33,8.45,9.59,Buena,9.02
2023-10-16,12:00,13,AULA 34,8.08,9.65,Buena,8.865
2023-10-16,12:00,14,AULA 35,5.52,4.84,Mala,5.18
2023-10-16,14:00,14,AULA 36,8.39,9.24,Buena,8.815000000000001
2023-10-16,10:00,14,AULA 38,8.68,9.31,Buena,8.995000000000001
2023-10-16,10:00,14,AULA 39,8.81,7.09,Media,7.95
2023-10-16,12:00,15,AULA 1,9.49,6.25,Media,7.87
2023-10-16,15:00,15,AULA 2,6.39,7.26,Media,6.824999999999999
2023-10-16,10:00,15,AULA 3,9.73,7.13,Media,8.43
2023-10-16,10:00,15,Enfermeria,9.26,8.28,Buena,8.77
2023-10-16,11:00,16,AULA 4,6.93,5.72,Mala,6.324999999999999
2023-10-16,16:00,16,AULA 5,8.5,9.24,Buena,8.870000000000001
2023-10-16,09:00,16,AULA 6,5.84,7.03,Media,6.4350000000000005
2023-10-16,11:00,17,AULA 7,8.63,9.81,Buena,9.22
2023-10-16,14:00,17,AULA 8,6.03,9.98,Buena,8.005
2023-10-16,11:00,17,AULA 9,7.58,7.84,Media,7.71
2023-10-16,09:00,18,AULA 10,7.15,6.03,Media,6.59
2023-10-16,16:00,18,AULA 11,9.17,4.94,Mala,7.055
2023-10-16,13:00,18,INGLES,7.18,4.69,Mala,5.9350000000000005
2023-10-16,09:00,19,VINCULACION,8.14,5.08,Mala,6.61
2023-10-16,13:00,20,AULA 12,5.2,5.68,Mala,5.4399999999999995
2023-10-16,16:00,20,AULA 13,6.61,8.91,Buena,7.76
2023-10-16,13:00,21,AULA 14,6.4,4.79,Mala,5.595000000000001
2023-10-16,11:00,22,AULA 15,8.21,9.03,Buena,8.620000000000001
2023-10-16,14:00,23,AULA 16,4.94,7.38,Media,6.16
2023-10-16,11:00,24,DIRECCION GENERAL,7.0,6.38,Media,6.6899999999999995
2023-10-17,13:00,1,Sala A,8.02,9.96,Buena,8.99
2023-10-17,16:00,1,Sala C,9.97,7.13,Media,8.55
2023-10-17,14:00,2,Sala D,7.15,9.33,Buena,8.24
2023-10-17,16:00,2,Sala B,5.28,8.74,Buena,7.01
2023-10-17,14:00,3,Recepcion,9.19,9.51,Buena,9.35
2023-10-17,09:00,3,Sala de maestros,8.13,6.99,Media,7.5600000000000005
2023-10-17,11:00,3,Sala E,8.78,9.69,Buena,9.235
2023-10-17,11:00,4,LE,6.28,5.26,Mala,5.77
2023-10-17,16:00,5,Sistematizacion,6.42,7.58,Media,7.0
2023-10-17,11:00,5,CB,5.04,7.07,Media,6.055
2023-10-17,13:00,6,AULA 19,4.98,8.76,Buena,6.87
2023-10-17,16:00,6,AULA 22,9.49,5.84,Mala,7.665
2023-10-17,13:00,6,AULA 23,9.9,6.9,Media,8.4
2023-10-17,13:00,6,AULA 20,7.65,9.1,Buena,8.375
2023-10-17,10:00,7,AULA 21,7.96,9.19,Buena,8.575
2023-10-17,16:00,7,AULA 17,8.05,8.76,Buena,8.405000000000001
2023-10-17,13:00,7,AULA 18,9.72,6.28,Media,8.0
2023-10-17,11:00,7,NEWTON,9.53,5.74,Mala,7.635
2023-10-17,12:00,8,CI,7.38,7.07,Media,7.225
2023-10-17,12:00,9,JEFATURA,8.23,5.31,Mala,6.77
2023-10-17,12:00,10,ASISTENTES,8.4,6.73,Media,7.565
2023-10-17,15:00,11,DIRECCION ACADEMICA,9.36,8.83,Buena,9.094999999999999
2023-10-17,12:00,12,CIIDE,9.81,6.2,Media,8.005
2023-10-17,09:00,12,PEGA,6.9,8.65,Buena,7.775
2023-10-17,13:00,12,RECURSOS FINANCIEROS,7.8,5.98,Mala,6.890000000000001
2023-10-17,11:00,13,AULA 30,8.08,8.47,Buena,8.275
2023-10-17,14:00,13,AULA 31,6.97,4.93,Mala,5.949999999999999
2023-10-17,11:00,13,AULA 32,7.73,9.81,Buena,8.77
2023-10-17,09:00,13,AULA 33,7.56,7.24,Media,7.4
2023-10-17,16:00,13,AULA 34,7.9,5.37,Mala,6.635
2023-10-17,11:00,14,AULA 35,8.97,7.25,Media,8.11
2023-10-17,10:00,14,AULA 36,8.91,5.42,Mala,7.165
2023-10-17,09:00,14,AULA 38,5.58,9.33,Buena,7.455
2023-10-17,14:00,14,AULA 39,6.28,6.44,Media,6.36
2023-10-17,10:00,15,AULA 1,6.44,9.93,Buena,8.185
2023-10-17,10:00,15,AULA 2,9.88,8.25,Buena,9.065000000000001
2023-10-17,13:00,15,AULA 3,6.86,5.04,Mala,5.95
2023-10-17,12:00,15,Enfermeria,6.89,5.21,Mala,6.05
2023-10-17,09:00,16,AULA 4,7.62,9.06,Buena,8.34
2023-10-17,14:00,16,AULA 5,7.85,6.99,Media,7.42
2023-10-17,15:00,16,AULA 6,8.57,8.79,Buena,8.68
2023-10-17,12:00,17,AULA 7,6.79,7.39,Media,7.09
2023-10-17,12:00,17,AULA 8,7.39,7.98,Media,7.6850000000000005
2023-10-17,14:00,17,AULA 9,8.29,8.33,Buena,8.309999999999999
2023-10-17,15:00,18,AULA 10,6.84,9.77,Buena,8.305
2023-10-17,12:00,18,AULA 11,6.84,7.13,Media,6.984999999999999
2023-10-17,12:00,18,INGLES,7.32,7.65,Media,7.485
2023-10-17,10:00,19,VINCULACION,9.89,7.51,Media,8.7
2023-10-17,10:00,20,AULA 12,6.95,5.36,Mala,6.155
2023-10-17,16:00,20,AULA 13,5.28,7.67,Media,6.475
2023-10-17,09:00,21,AULA 14,6.05,4.69,Mala,5.37
2023-10-17,11:00,22,AULA 15,4.78,8.43,Buena,6.605
2023-10-17,09:00,23,AULA 16,6.23,5.04,Mala,5.635
2023-10-17,12:00,24,DIRECCION GENERAL,7.35,5.98,Mala,6.665
2023-10-18,11:00,1,Sala A,5.79,5.79,Mala,5.79
2023-10-18,10:00,1,Sala C,8.82,5.0,Mala,6.91
2023-10-18,09:00,2,Sala D,5.82,8.53,Buena,7.175
2023-10-18,16:00,2,Sala B,7.83,4.7,Mala,6.265000000000001
2023-10-18,10:00,3,Recepcion,5.99,8.31,Buena,7.15
2023-10-18,11:00,3,Sala de maestros,6.66,5.11,Mala,5.885
2023-10-18,12:00,3,Sala E,4.58,7.2,Media,5.890000000000001
2023-10-18,09:00,4,LE,6.17,7.31,Media,6.74
2023-10-18,15:00,5,Sistematizacion,6.52,9.44,Buena,7.9799999999999995
2023-10-18,16:00,5,CB,9.44,5.07,Mala,7.255
2023-10-18,11:00,6,AULA 19,7.65,7.91,Media,7.78
2023-10-18,09:00,6,AULA 22,6.95,4.73,Mala,5.84
2023-10-18,16:00,6,AULA 23,5.22,7.42,Media,6.32
2023-10-18,11:00,6,AULA 20,8.73,7.34,Media,8.035
2023-10-18,15:00,7,AULA 21,8.08,8.56,Buena,8.32
2023-10-18,13:00,7,AULA 17,5.46,6.37,Media,5.915
2023-10-18,14:00,7,AULA 18,9.32,9.55,Buena,9.435
2023-10-18,12:00,7,NEWTON,6.46,8.22,Buena,7.34
2023-10-18,13:00,8,CI,9.32,6.21,Media,7.765000000000001
2023-10-18,14:00,9,JEFATURA,5.18,9.21,Buena,7.195
2023-10-18,09:00,10,ASISTENTES,5.46,9.52,Buena,7.49
2023-10-18,14:00,11,DIRECCION ACADEMICA,5.57,9.53,Buena,7.55
2023-10-18,14:00,12,CIIDE,10.0,7.02,Media,8.51
2023-10-18,13:00,12,PEGA,7.21,6.57,Media,6.890000000000001
2023-10-18,12:00,12,RECURSOS FINANCIEROS,5.89,7.57,Media,6.73
2023-10-18,12:00,13,AULA 30,5.68,8.87,Buena,7.2749999999999995
2023-10-18,11:00,13,AULA 31,8.37,9.71,Buena,9.04
2023-10-18,14:00,13,AULA 32,6.41,8.18,Buena,7.295
2023-10-18,10:00,13,AULA 33,8.32,5.89,Mala,7.105
2023-10-18,11:00,13,AULA 34,8.87,4.75,Mala,6.81
2023-10-18,10:00,14,AULA 35,9.46,5.88,Mala,7.67
2023-10-18,10:00,14,AULA 36,9.7,9.85,Buena,9.774999999999999
2023-10-18,14:00,14,AULA 38,7.36,5.06,Mala,6.21
2023-10-18,12:00,14,AULA 39,8.84,9.81,Buena,9.325
2023-10-18,10:00,15,AULA 1,8.61,9.67,Buena,9.14
2023-10-18,14:00,15,AULA 2,9.02,9.51,Buena,9.265
2023-10-18,11:00,15,AULA 3,8.21,7.62,Media,7.915000000000001
2023-10-18,10:00,15,Enfermeria,5.81,7.35,Media,6.58
2023-10-18,14:00,16,AULA 4,5.62,8.34,Buena,6.98
2023-10-18,15:00,16,AULA 5,6.67,4.67,Mala,5.67
2023-10-18,09:00,16,AULA 6,5.01,9.07,Buena,7.04
2023-10-18,12:00,17,AULA 7,5.84,8.2,Buena,7.02
2023-10-18,10:00,17,AULA 8,7.3,6.96,Media,7.13
2023-10-18,11:00,17,AULA 9,9.41,5.28,Mala,7.345000000000001
2023-10-18,13:00,18,AULA 10,8.68,7.33,Media,8.004999999999999
2023-10-18,15:00,18,AULA 11,9.51,9.33,Buena,9.42
2023-10-18,12:00,18,INGLES,7.62,7.92,Media,7.77
2023-10-18,14:00,19,VINCULACION,7.77,9.26,Buena,8.515
2023-10-18,09:00,20,AULA 12,6.68,7.49,Media,7.085
2023-10-18,14:00,20,AULA 13,7.09,9.0,Buena,8.045
2023-10-18,13:00,21,AULA 14,6.28,8.23,Buena,7.255000000000001
2023-10-18,12:00,22,AULA 15,9.79,5.8,Mala,7.795
2023-10-18,13:00,23,AULA 16,9.46,6.31,Media,7.885
2023-10-18,11:00,24,DIRECCION GENERAL,9.27,8.1,Buena,8.684999999999999
2023-10-19,10:00,1,Sala A,8.42,7.34,Media,7.88
2023-10-19,14:00,1,Sala C,6.55,9.47,Buena,8.01
2023-10-19,16:00,2,Sala D,5.98,7.17,Media,6.575
2023-10-19,11:00,2,Sala B,8.19,8.03,Buena,8.11
2023-10-19,16:00,3,Recepcion,9.18,8.5,Buena,8.84
2023-10-19,11:00,3,Sala de maestros,7.05,6.05,Media,6.55
2023-10-19,16:00,3,Sala E,8.8,9.22,Buena,9.010000000000002
2023-10-19,15:00,4,LE,5.88,6.48,Media,6.18
2023-10-19,12:00,5,Sistematizacion,8.56,5.06,Mala,6.8100000000000005
2023-10-19,10:00,5,CB,7.86,6.21,Media,7.035
2023-10-19,12:00,6,AULA 19,9.49,9.14,Buena,9.315000000000001
2023-10-19,13:00,6,AULA 22,9.83,5.68,Mala,7.755
2023-10-19,11:00,6,AULA 23,5.7,4.69,Mala,5.195
2023-10-19,13:00,6,AULA 20,4.99,7.48,Media,6.235
2023-10-19,13:00,7,AULA 21,7.37,8.79,Buena,8.08
2023-10-19,12:00,7,AULA 17,6.01,6.55,Media,6.279999999999999
2023-10-19,13:00,7,AULA 18,5.88,7.5,Media,6.6899999999999995
2023-10-19,09:00,7,NEWTON,8.97,8.0,Buena,8.485
2023-10-19,14:00,8,CI,5.21,5.01,Mala,5.109999999999999
2023-10-19,14:00,9,JEFATURA,7.83,7.14,Media,7.484999999999999
2023-10-19,09:00,10,ASISTENTES,8.01,7.06,Media,7.535
2023-10-19,16:00,11,DIRECCION ACADEMICA,7.57,6.15,Media,6.86
2023-10-19,12:00,12,CIIDE,8.91,7.97,Media,8.44
2023-10-19,15:00,12,PEGA,5.75,8.99,Buena,7.37
2023-10-19,10:00,12,RECURSOS FINANCIEROS,9.51,6.68,Media,8.094999999999999
2023-10-19,10:00,13,AULA 30,8.92,7.99,Media,8.455
2023-10-19,10:00,13,AULA 31,6.52,5.49,Mala,6.005
2023-10-19,09:00,13,AULA 32,9.54,5.36,Mala,7.449999999999999
2023-10-19,14:00,13,AULA 33,7.06,6.11,Media,6.585
2023-10-19,15:00,13,AULA 34,8.57,9.76,Buena,9.165
2023-10-19,15:00,14,AULA 35,5.35,7.74,Media,6.545
2023-10-19,12:00,14,AULA 36,4.68,4.91,Mala,4.795
2023-10-19,10:00,14,AULA 38,7.74,6.07,Media,6.905
2023-10-19,09:00,14,AULA 39,5.95,6.9,Media,6.425000000000001
2023-10-19,12:00,15,AULA 1,5.73,7.93,Media,6.83
2023-10-19,12:00,15,AULA 2,9.52,7.69,Media,8.605
2023-10-19,13:00,15,AULA 3,5.03,5.81,Mala,5.42
2023-10-19,11:00,15,Enfermeria,9.7,9.55,Buena,9.625
2023-10-19,11:00,16,AULA 4,5.63,8.9,Buena,7.265000000000001
2023-10-19,16:00,16,AULA 5,6.31,7.99,Media,7.15
2023-10-19,11:00,16,AULA 6,9.34,8.03,Buena,8.684999999999999
2023-10-19,15:00,17,AULA 7,7.0,9.03,Buena,8.015
2023-10-19,10:00,17,AULA 8,4.81,6.2,Media,5.505
2023-10-19,10:00,17,AULA 9,7.23,4.67,Mala,5.95
2023-10-19,11:00,18,AULA 10,8.48,6.52,Media,7.5
2023-10-19,16:00,18,AULA 11,6.8,8.68,Buena,7.74
2023-10-19,16:00,18,INGLES,6.08,6.53,Media,6.305
2023-10-19,15:00,19,VINCULACION,5.18,8.24,Buena,6.71
2023-10-19,13:00,20,AULA 12,5.18,5.14,Mala,5.16
2023-10-19,12:00,20,AULA 13,5.36,6.62,Media,5.99
2023-10-19,11:00,21,AULA 14,5.66,10.0,Buena,7.83
2023-10-19,14:00,22,AULA 15,4.65,9.55,Buena,7.1000000000000005
2023-10-19,16:00,23,AULA 16,7.82,9.17,Buena,8.495000000000001
2023-10-19,10:00,24,DIRECCION GENERAL,5.4,4.92,Mala,5.16
2023-10-20,13:00,1,Sala A,7.53,7.07,Media,7.300000000000001
2023-10-20,13:00,1,Sala C,6.64,8.3,Buena,7.470000000000001
2023-10-20,16:00,2,Sala D,4.8,8.9,Buena,6.85
2023-10-20,16:00,2,Sala B,7.25,5.64,Mala,6.445
2023-10-20,12:00,3,Recepcion,8.98,5.02,Mala,7.0
2023-10-20,14:00,3,Sala de maestros,6.85,7.65,Media,7.25
2023-10-20,12:00,3,Sala E,9.65,4.95,Mala,7.300000000000001
2023-10-20,14:00,4,LE,6.21,9.21,Buena,7.710000000000001
2023-10-20,16:00,5,Sistematizacion,5.77,7.51,Media,6.64
2023-10-20,09:00,5,CB,7.9,9.83,Buena,8.865
2023-10-20,10:00,6,AULA 19,7.89,7.48,Media,7.6850000000000005
2023-10-20,14:00,6,AULA 22,5.88,6.64,Media,6.26
2023-10-20,11:00,6,AULA 23,5.23,4.8,Mala,5.015000000000001
2023-10-20,10:00,6,AULA 20,8.2,6.8,Media,7.5
2023-10-20,15:00,7,AULA 21,6.53,7.49,Media,7.01
2023-10-20,11:00,7,AULA 17,4.67,4.87,Mala,4.77
2023-10-20,14:00,7,AULA 18,5.14,6.79,Media,5.965
2023-10-20,09:00,7,NEWTON,7.78,5.19,Mala,6.485
